year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,11,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",86.00,2.00,0.00,0.74,1.26,0.00,0.00,0.00,0.00,54.00,0.00,26.00,28.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",59.00,5.00,1.77,0.00,1.94,0.00,1.29,0.00,0.00,290.00,178.00,0.00,69.00,0.00,43.00
2022,11,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",21.00,1.00,0.01,0.00,0.00,0.00,0.99,0.00,0.00,118.00,1.00,0.00,0.00,0.00,117.00
2022,11,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",98.00,15.00,5.11,0.00,2.69,0.00,7.20,3.00,0.00,1270.00,334.00,0.00,62.00,0.00,874.00
2022,11,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1143.00,114.00,28.67,2.26,37.27,0.00,45.80,3.00,1.00,10874.00,5451.00,128.00,1071.00,0.00,4224.00
2022,11,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",128.00,25.00,7.82,1.00,13.71,0.00,2.47,0.00,1.00,1037.00,541.00,31.00,333.00,0.00,132.00
2022,11,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",39.00,8.00,3.79,0.09,2.65,0.00,1.46,0.00,1.00,563.00,273.00,17.00,88.00,0.00,185.00
2022,11,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",57.00,7.00,0.75,0.00,2.88,0.00,3.37,2.00,0.00,676.00,75.00,0.00,87.00,0.00,514.00
2022,11,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",60.00,7.00,2.23,0.89,3.88,0.00,0.00,1.00,0.00,420.00,73.00,218.00,129.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",105.00,23.00,7.61,0.00,6.41,0.00,8.98,3.00,0.00,1932.00,1188.00,0.00,239.00,0.00,505.00
2022,11,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",30.00,4.00,1.58,0.00,2.42,0.00,0.00,0.00,0.00,124.00,53.00,0.00,71.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",157.00,29.00,7.94,0.00,8.33,0.00,12.73,4.00,0.00,1979.00,544.00,0.00,270.00,0.00,1165.00
2022,11,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",30.00,15.00,2.21,0.00,5.92,0.00,6.86,0.00,0.00,1399.00,755.00,0.00,204.00,0.00,440.00
2022,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",220.00,42.00,11.50,0.00,19.46,0.00,11.04,3.00,0.00,2640.00,715.00,0.00,712.00,0.00,1213.00
2022,11,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",19.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,44.00,29.00,0.00,15.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",59.00,3.00,0.72,0.00,2.28,0.00,0.00,0.00,0.00,124.00,65.00,0.00,59.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",171.00,27.00,7.32,0.00,8.41,0.00,11.27,4.00,0.00,1902.00,869.00,0.00,243.00,0.00,790.00
2022,11,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",241.00,40.00,9.17,1.99,14.64,0.00,14.21,18.00,0.00,2207.00,489.00,410.00,516.00,0.00,792.00
2022,11,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",88.00,23.00,1.96,0.00,14.10,0.00,6.95,0.00,0.00,908.00,85.00,0.00,399.00,0.00,424.00
2022,11,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",51.00,14.00,5.27,0.89,3.05,0.00,4.79,0.00,0.00,794.00,343.00,16.00,115.00,0.00,320.00
2022,11,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",53.00,8.00,5.03,0.00,2.97,0.00,0.00,0.00,0.00,326.00,233.00,0.00,93.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",125.00,24.00,5.77,0.95,8.27,0.00,9.01,3.00,0.00,1432.00,417.00,19.00,194.00,0.00,802.00
2022,11,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",153.00,37.00,5.44,0.00,19.53,0.00,12.03,1.00,1.00,2378.00,658.00,0.00,670.00,0.00,1050.00
2022,11,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",46.00,4.00,1.00,0.00,3.00,0.00,0.00,0.00,1.00,86.00,27.00,0.00,59.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",195.00,36.00,11.10,0.00,16.21,0.00,8.69,6.00,2.00,3156.00,1119.00,0.00,1174.00,0.00,863.00
2022,11,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",274.00,41.00,7.38,1.00,16.38,0.00,16.24,7.00,0.00,2340.00,323.00,216.00,577.00,0.00,1224.00
2022,11,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",107.00,27.00,5.81,2.60,11.33,0.00,7.27,0.00,2.00,1769.00,424.00,226.00,515.00,0.00,604.00
2022,11,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",24.00,1.00,0.00,0.00,0.17,0.00,0.83,0.00,1.00,29.00,0.00,0.00,5.00,0.00,24.00
2022,11,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",81.00,6.00,3.22,1.00,1.78,0.00,0.00,2.00,1.00,1042.00,784.00,214.00,44.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",539.00,106.00,21.07,1.46,46.60,0.00,36.86,5.00,0.00,7145.00,2049.00,330.00,1562.00,0.00,3204.00
2022,11,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",89.00,13.00,5.10,0.00,6.36,0.00,1.54,1.00,0.00,529.00,200.00,0.00,247.00,0.00,82.00
2022,11,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",24.00,2.00,0.17,0.00,0.00,0.00,1.83,0.00,0.00,121.00,15.00,0.00,0.00,0.00,106.00
2022,11,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",157.00,27.00,5.19,0.92,16.82,0.00,4.07,0.00,1.00,2671.00,331.00,23.00,1765.00,0.00,552.00
2022,11,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",59.00,7.00,0.72,2.51,3.18,0.00,0.59,0.00,0.00,333.00,25.00,190.00,105.00,0.00,13.00
2022,11,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",179.00,30.00,8.85,1.58,13.38,0.00,6.19,0.00,0.00,1767.00,428.00,470.00,504.00,0.00,365.00
2022,11,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1276.00,128.00,36.77,3.00,48.21,0.00,40.02,1.00,2.00,7155.00,2634.00,66.00,1470.00,0.00,2985.00
2022,11,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",130.00,37.00,3.98,2.88,25.68,0.00,4.45,2.00,0.00,2025.00,243.00,195.00,1329.00,0.00,258.00
2022,11,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",25.00,4.00,3.00,0.90,0.10,0.00,0.00,0.00,1.00,148.00,79.00,62.00,7.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,19.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",158.00,22.00,6.46,0.00,14.02,0.00,1.52,1.00,0.00,820.00,280.00,0.00,417.00,0.00,123.00
2022,11,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",51.00,12.00,2.68,0.00,3.57,0.00,5.75,1.00,1.00,432.00,55.00,0.00,77.00,0.00,300.00
2022,11,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",88.00,25.00,5.00,0.00,7.41,0.00,12.59,1.00,0.00,1722.00,221.00,0.00,247.00,0.00,1254.00
2022,11,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",117.00,25.00,6.90,0.00,10.74,0.00,7.35,3.00,0.00,1942.00,964.00,0.00,423.00,0.00,555.00
2022,11,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",81.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,182.00,75.00,0.00,0.00,0.00,107.00
2022,11,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",32.00,6.00,0.78,0.00,2.75,0.00,2.47,0.00,0.00,362.00,94.00,0.00,73.00,0.00,195.00
2022,11,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",113.00,14.00,3.05,0.00,3.25,0.00,7.70,1.00,0.00,1376.00,206.00,0.00,149.00,0.00,1021.00
2022,11,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",197.00,37.00,8.84,0.78,19.02,0.00,8.36,3.00,0.00,3274.00,1230.00,124.00,658.00,0.00,1262.00
2022,11,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",30.00,2.00,0.81,0.00,1.19,0.00,0.00,0.00,0.00,86.00,51.00,0.00,35.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",90.00,19.00,1.51,0.00,8.95,0.00,8.54,1.00,0.00,1074.00,116.00,0.00,368.00,0.00,590.00
2022,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1986.00,330.00,62.40,7.26,170.59,0.00,89.75,12.00,0.00,21011.00,5226.00,647.00,8479.00,0.00,6659.00
2022,11,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",60.00,11.00,6.33,1.91,2.76,0.00,0.00,0.00,0.00,485.00,381.00,48.00,56.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",31.00,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,113.00,19.00,0.00,94.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3204.00,707.00,85.70,31.02,460.62,1.00,128.66,114.00,29.00,55078.00,9476.00,6156.00,27789.00,23.00,11634.00
2022,11,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",30.00,4.00,0.42,0.30,2.29,0.00,0.98,1.00,0.00,121.00,16.00,7.00,69.00,0.00,29.00
2022,11,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",60.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,83.00,31.00,0.00,52.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",75.00,19.00,8.06,0.00,7.48,0.00,3.46,3.00,0.00,1405.00,783.00,0.00,270.00,0.00,352.00
2022,11,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",25.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,55.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",53.00,17.00,5.87,0.00,5.99,0.00,5.14,1.00,0.00,959.00,471.00,0.00,178.00,0.00,310.00
2022,11,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",114.00,11.00,6.33,0.00,2.81,0.00,1.87,0.00,0.00,469.00,298.00,0.00,100.00,0.00,71.00
2022,11,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",104.00,25.00,7.17,0.00,9.80,0.00,8.03,3.00,0.00,2382.00,1316.00,0.00,324.00,0.00,742.00
2022,11,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",79.00,3.00,1.99,0.00,0.01,0.00,1.00,0.00,1.00,145.00,100.00,0.00,1.00,0.00,44.00
2022,11,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",30.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,221.00,102.00,65.00,54.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",63.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,148.00,0.00,0.00,0.00,0.00,148.00
2022,11,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",584.00,59.00,17.13,4.09,20.34,0.00,17.44,4.00,2.00,4366.00,1802.00,396.00,676.00,0.00,1492.00
2022,11,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",73.00,10.00,1.78,0.00,3.83,0.00,4.38,2.00,0.00,741.00,49.00,0.00,137.00,0.00,555.00
2022,11,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",25.00,5.00,0.09,0.00,1.73,0.00,3.18,0.00,1.00,466.00,5.00,0.00,64.00,0.00,397.00
2022,11,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",36.00,9.00,2.17,0.00,1.89,0.00,4.95,1.00,0.00,507.00,88.00,0.00,73.00,0.00,346.00
2022,11,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",75.00,16.00,8.45,0.00,4.13,0.00,3.43,1.00,0.00,935.00,439.00,0.00,419.00,0.00,77.00
2022,11,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",156.00,23.00,2.71,0.00,10.61,0.00,9.68,1.00,0.00,2120.00,130.00,0.00,817.00,0.00,1173.00
2022,11,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",24.00,6.00,1.32,0.00,1.18,0.00,3.50,0.00,0.00,454.00,88.00,0.00,64.00,0.00,302.00
2022,11,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",162.00,24.00,5.50,1.45,9.09,0.00,7.96,6.00,1.00,1416.00,314.00,82.00,207.00,0.00,813.00
2022,11,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",101.00,16.00,2.66,0.00,4.83,0.00,8.52,7.00,0.00,1242.00,270.00,0.00,192.00,0.00,780.00
2022,11,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",191.00,50.00,8.31,0.90,25.94,0.00,14.86,4.00,0.00,2215.00,313.00,35.00,768.00,0.00,1099.00
2022,11,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",486.00,105.00,19.82,4.39,44.08,0.00,36.71,4.00,0.00,8305.00,1897.00,364.00,2026.00,0.00,4018.00
2022,11,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",274.00,49.00,12.77,1.84,19.59,0.00,14.80,4.00,0.00,2797.00,734.00,72.00,775.00,0.00,1216.00
2022,11,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",82.00,17.00,8.53,0.00,2.63,0.00,5.84,0.00,2.00,723.00,207.00,0.00,84.00,0.00,432.00
2022,11,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",276.00,51.00,10.65,1.98,21.40,0.00,16.97,3.00,0.00,3708.00,567.00,1186.00,739.00,0.00,1216.00
2022,11,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",20.00,4.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,88.00,0.00,0.00,88.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",147.00,36.00,6.00,0.34,17.27,0.00,12.39,6.00,0.00,2306.00,528.00,138.00,637.00,0.00,1003.00
2022,11,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",26.00,8.00,2.17,0.00,2.40,0.00,3.43,0.00,0.00,418.00,95.00,0.00,50.00,0.00,273.00
2022,11,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",129.00,25.00,5.66,0.00,6.66,0.00,12.68,5.00,0.00,1676.00,247.00,0.00,198.00,0.00,1231.00
2022,11,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",288.00,43.00,11.06,1.00,17.72,0.00,13.21,4.00,0.00,2607.00,577.00,53.00,684.00,0.00,1293.00
2022,11,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",25.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,49.00,24.00,0.00,0.00,0.00,25.00
2022,11,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",16.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,79.00,0.00,0.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",171.00,24.00,3.68,0.35,9.28,0.00,10.69,2.00,1.00,1234.00,225.00,6.00,326.00,0.00,677.00
2022,11,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",88.00,8.00,5.61,1.00,1.39,0.00,0.00,0.00,0.00,1215.00,384.00,783.00,48.00,0.00,0.00
2022,11,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",61.00,15.00,8.20,0.00,4.17,0.00,2.62,0.00,0.00,1029.00,580.00,0.00,114.00,0.00,335.00
2022,11,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",239.00,73.00,25.26,2.57,14.24,0.00,30.93,2.00,0.00,4643.00,1116.00,143.00,465.00,0.00,2919.00
2022,11,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",82.00,18.00,4.82,0.00,2.68,0.00,10.50,0.00,0.00,785.00,178.00,0.00,67.00,0.00,540.00
2022,11,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",29.00,12.00,3.93,0.00,6.98,0.12,0.97,1.00,0.00,481.00,191.00,0.00,235.00,2.00,53.00
2022,11,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",534.00,132.00,49.54,0.13,31.55,0.89,49.88,4.00,0.00,8646.00,3787.00,10.00,1379.00,17.00,3453.00
2022,11,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1278.00,373.00,95.85,2.90,147.81,2.32,124.11,16.00,7.00,25021.00,6047.00,483.00,5490.00,74.00,12927.00
2022,11,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",86.00,12.00,4.93,0.00,1.00,0.00,6.07,0.00,0.00,504.00,208.00,0.00,19.00,0.00,277.00
2022,11,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",82.00,17.00,10.11,0.00,1.66,0.00,5.23,0.00,0.00,2420.00,1908.00,0.00,48.00,0.00,464.00
2022,11,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",245.00,52.00,23.11,1.52,6.90,0.10,20.37,2.00,0.00,4618.00,2212.00,128.00,230.00,5.00,2043.00
2022,11,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",60.00,20.00,7.46,0.72,2.54,0.00,9.28,0.00,0.00,981.00,372.00,18.00,66.00,0.00,525.00
2022,11,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",121.00,26.00,11.75,3.20,5.10,0.00,5.96,0.00,0.00,2889.00,902.00,1217.00,245.00,0.00,525.00
2022,11,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",711.00,148.00,55.00,2.47,30.50,0.06,59.97,8.00,0.00,9458.00,3258.00,91.00,1051.00,3.00,5055.00
2022,11,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",91.00,24.00,9.10,0.46,5.44,0.00,9.00,0.00,0.00,1740.00,365.00,42.00,173.00,0.00,1160.00
2022,11,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1594.00,274.00,107.22,1.96,35.34,1.00,128.49,8.00,0.00,21557.00,9084.00,80.00,1471.00,23.00,10899.00
2022,11,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,11,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",112.00,26.00,9.68,0.11,2.96,0.00,13.25,8.00,0.00,1703.00,580.00,5.00,77.00,0.00,1041.00
2022,11,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",91.00,23.00,7.19,0.83,4.94,0.00,10.03,0.00,1.00,1700.00,659.00,20.00,144.00,0.00,877.00
2022,11,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",242.00,56.00,21.17,1.06,9.96,0.00,23.80,2.00,0.00,3344.00,1580.00,31.00,364.00,0.00,1369.00
2022,11,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",30.00,7.00,3.35,0.32,0.88,0.00,2.44,0.00,1.00,915.00,192.00,22.00,38.00,0.00,663.00
2022,11,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",55.00,16.00,6.19,0.27,1.60,0.00,7.94,0.00,0.00,1192.00,276.00,27.00,81.00,0.00,808.00
2022,11,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",379.00,84.00,26.12,0.34,15.27,0.00,42.27,0.00,2.00,5452.00,2253.00,59.00,500.00,0.00,2640.00
2022,11,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",86.00,29.00,11.01,0.95,5.16,0.00,11.89,0.00,0.00,1839.00,562.00,199.00,222.00,0.00,856.00
2022,11,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",317.00,61.00,17.02,1.23,11.65,0.20,30.89,3.00,2.00,3963.00,798.00,86.00,461.00,11.00,2607.00
2022,11,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9723.00,1577.00,466.97,19.25,452.29,3.41,635.07,79.00,5.00,121894.00,50451.00,1129.00,14307.00,119.00,55888.00
2022,11,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",278.00,63.00,20.17,0.42,10.16,0.00,32.25,1.00,1.00,4362.00,1228.00,27.00,282.00,0.00,2825.00
2022,11,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",89.00,20.00,8.15,0.17,2.88,0.00,8.80,0.00,0.00,1076.00,395.00,8.00,59.00,0.00,614.00
2022,11,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",205.00,41.00,17.39,1.25,8.44,0.00,13.92,2.00,0.00,2005.00,806.00,78.00,232.00,0.00,889.00
2022,11,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",59.00,12.00,6.56,0.00,0.74,0.00,4.70,4.00,0.00,607.00,407.00,0.00,24.00,0.00,176.00
2022,11,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2642.00,630.00,153.77,11.51,182.28,0.41,282.03,40.00,13.00,50216.00,13723.00,1148.00,8417.00,31.00,26897.00
2022,11,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",632.00,122.00,42.29,2.24,26.88,0.00,50.58,7.00,0.00,7957.00,2851.00,102.00,853.00,0.00,4151.00
2022,11,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11784.00,2506.00,636.93,122.03,747.92,8.94,990.18,156.00,40.00,212104.00,77227.00,13112.00,34644.00,257.00,86864.00
2022,11,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",89.00,16.00,5.20,0.94,2.08,0.00,7.78,0.00,0.00,1320.00,285.00,277.00,87.00,0.00,671.00
2022,11,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",290.00,50.00,21.33,2.15,2.68,1.00,22.84,1.00,0.00,2565.00,1009.00,187.00,65.00,25.00,1279.00
2022,11,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",29.00,6.00,4.32,0.00,1.00,0.00,0.68,0.00,0.00,470.00,349.00,0.00,17.00,0.00,104.00
2022,11,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",42.00,5.00,1.73,0.00,0.00,0.00,3.27,0.00,0.00,744.00,42.00,0.00,0.00,0.00,702.00
2022,11,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",152.00,51.00,14.52,0.11,9.44,0.00,26.94,2.00,0.00,3885.00,1789.00,4.00,329.00,0.00,1763.00
2022,11,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",63.00,22.00,6.01,0.00,3.56,0.00,12.43,1.00,0.00,835.00,252.00,0.00,112.00,0.00,471.00
2022,11,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",713.00,208.00,50.45,5.79,80.37,1.20,70.20,7.00,1.00,11781.00,2571.00,302.00,3406.00,84.00,5418.00
2022,11,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",175.00,38.00,16.59,3.66,7.86,0.00,9.89,6.00,2.00,7128.00,1912.00,2586.00,253.00,0.00,2377.00
2022,11,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",145.00,30.00,15.09,0.20,7.67,0.78,6.26,1.00,2.00,1841.00,1164.00,15.00,225.00,18.00,419.00
2022,11,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",469.00,103.00,43.13,1.76,25.50,0.00,32.61,8.00,3.00,5600.00,2495.00,71.00,773.00,0.00,2261.00
2022,11,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",66.00,32.00,15.11,1.14,5.00,0.50,10.24,1.00,0.00,2607.00,616.00,795.00,245.00,8.00,943.00
2022,11,AA,American Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",6.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,340.00,169.00,0.00,0.00,0.00,171.00
2022,11,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",143.00,38.00,12.53,0.75,4.75,0.00,19.97,3.00,1.00,3987.00,1528.00,759.00,132.00,0.00,1568.00
